ID_ATIV_ECON_ESTABELECIMENTO;DATA_INICIO_ATIVIDADE;IND_POSSUI_ALVARA;ENDERECO;NOME
328417;21/09/2021;SIM;RUA JORGE FRANCISCO DOS SANTOS, 10, VILA PRIMEIRO DE MAIO, Belo Horizonte - MG;VANILZA NOGUEIRA SANTOS 01373032626
329688;29/09/2021;SIM;AVENIDA JOSE DE PATROCINIO PONTES, 1355, MANGABEIRAS, Belo Horizonte - MG;SILVA & TELES COMERCIO DE ALIMENTOS LTDA.
330012;01/10/2021;NÃO;RUA PINTOR DI CAVALCANTI, 406, LAJEDO, Belo Horizonte - MG;INGRITY IZABEL CARVALHO 11830555600
330020;01/10/2021;NÃO;RUA ELZA, 274, SUZANA, Belo Horizonte - MG;43.737.554 KAREN FABIANA VIOTTE
330637;06/10/2021;SIM;RUA CIRILO GASPAR DE ARAUJO, 519, APARECIDA SETIMA SECAO, Belo Horizonte - MG;ROBERTO CARLOS DE ABREU 69843430620
326530;07/09/2021;NÃO;RUA DOMINGOS GROSSO, 194, PARQUE SAO PEDRO, Belo Horizonte - MG;CRISTIAN IBARRA CARTAGENA 70615662641
327177;13/09/2021;NÃO;RUA CARMESIA, 575, SANTA INES, Belo Horizonte - MG;RENZO SANTOS TEIXEIRA 73556262649
327801;25/07/2024;SIM;RUA ANTONIO GIAROLA, 41, CEU AZUL, Belo Horizonte - MG;43.544.183 CAMILA PEREIRA LIMA
327805;16/09/2021;NÃO;RUA N, 136, CONJUNTO MINASCAIXA, Belo Horizonte - MG;BRENO DAMAZO SOUZA 02027609601
328129;20/09/2021;SIM;RUA BOAVENTURA, 1557, AEROPORTO, Belo Horizonte - MG;ORGANIZACAO GUGEL BAR E RESTAURANTE LTDA
328442;21/09/2021;SIM;RUA ALBERTO CINTRA, 32, UNIAO, Belo Horizonte - MG;M 130 CIDADE NOVA LTDA
328443;17/12/2021;SIM;AVENIDA MIGUEL PERRELA, 640, CASTELO, Belo Horizonte - MG;M 130 CIDADE NOVA LTDA
328749;23/09/2021;SIM;RUA PADRE ROLIM, 157, SANTA EFIGENIA, Belo Horizonte - MG;D.S. SOUZA BAR E RESTAURANTE LTDA
329067;24/09/2021;NÃO;AVENIDA ABILIO MACHADO, 749, DOM BOSCO, Belo Horizonte - MG;MARINA FRANCISCA FERENCZI DE ANDRADE 07233106614
329068;24/09/2021;NÃO;RUA JORNALISTA HELVIDIO PRISCO, 98, SERRANO, Belo Horizonte - MG;ELAINE CRISTINA MAGALHAES TEIXEIRA 09717424640
329383;28/09/2021;NÃO;RUA CONEGO SANTANA, 1270, SANTA CRUZ, Belo Horizonte - MG;MARIA CECILIA TEIXEIRA MENDES 46897941620
329718;29/09/2021;NÃO;RUA DESEMBARGADOR BRAULIO, 2096, ALTO VERA CRUZ, Belo Horizonte - MG;CLEUBER GOMES DE ALMEIDA 09107618689
331716;15/10/2021;NÃO;RUA GUIMARANIA, 71, BOA VISTA, Belo Horizonte - MG;ALESSANDRA OLIVEIRA DE PAULA 01472214633
331726;15/10/2021;SIM;RUA JACUI, 1757, CONCORDIA, Belo Horizonte - MG;BAR DO ROMARIO LTDA
331727;13/07/2023;SIM;RUA JOSE CLETO, 1040, PALMARES, Belo Horizonte - MG;BAR DO ROMARIO LTDA
333497;28/10/2021;SIM;AVENIDA DEPUTADO ANUAR MENHEN, 366, SANTA AMELIA, Belo Horizonte - MG;BAR E RESTAURANTE NA VARANDA LTDA
332636;22/10/2021;SIM;RUA CONEGO PINHEIRO, 531, PARAISO, Belo Horizonte - MG;MARCO AURELIO BAR E RESTAURANTE LTDA
332949;25/10/2021;NÃO;RUA MARIA AMELIA MAIA, 1201, HELIOPOLIS, Belo Horizonte - MG;44.010.154 ELDER MAX EVANGELISTA
332951;25/10/2021;NÃO;RUA CONCEICAO DA BARRA, 524, COQUEIROS, Belo Horizonte - MG;ALEXANDRE HENRIQUE SANTOS DE SOUZA 13196270645
333852;01/11/2021;NÃO;RUA WALDEMAR DIAS COELHO, 85, CANDELARIA, Belo Horizonte - MG;BRENO JORDAN ALVES RIBEIRO 11840418656
332648;22/10/2021;NÃO;AVENIDA SARAMENHA, 1515, TUPI B, Belo Horizonte - MG;MAYDSON ATHOS MACHADO DE OLIVEIRA 08944419655
332958;25/10/2021;SIM;RUA LUIZ DE SOUZA LIMA, 29, MINEIRAO, Belo Horizonte - MG;CINTIA MARCIA VIEIRA DA SILVA CELESTINO 10381001601
332064;19/10/2021;NÃO;RUA NIAGARA, 140, TREVO, Belo Horizonte - MG;JEANNE MARIA DE JESUS CASCALHO 08404435600
333215;27/10/2021;NÃO;AVENIDA HAYDEE ABRAS HOMSSI, 621, CONJUNTO JATOBA, Belo Horizonte - MG;VANESSA DIAS ALVES DA CRUZ 07936477624
333220;27/10/2021;SIM;RUA DOS TUPINAMBAS, 469, CENTRO, Belo Horizonte - MG;RESTAURANTE EL SHADAY NOVA UNIAO LTDA
332679;22/10/2021;SIM;AVENIDA TERESA CRISTINA, 1060, CARLOS PRATES, Belo Horizonte - MG;43.983.211 CARLOS EDUARDO SPERANCINI JUNIOR
331785;15/10/2021;NÃO;RUA PLOTINO, 140, NAZARE, Belo Horizonte - MG;MAICON JUNIO DE FARIA 10491773633
332102;19/10/2021;SIM;RUA LORCA, 247, UNIAO, Belo Horizonte - MG;DELICIAS DA RO RESTAURANTE LTDA.
333006;26/10/2021;NÃO;RUA CARLOS LACERDA, 941, TREVO, Belo Horizonte - MG;CHARLES WEBERTH PEREIRA 02980919683
332109;19/10/2021;NÃO;RUA COSTA MACHADO, 360, UNIVERSITARIO, Belo Horizonte - MG;MARIA MARLENE BATISTA DA SILVA 91166322653
332354;21/10/2021;NÃO;RUA MONTALVANIA, 242, SANTA INES, Belo Horizonte - MG;NOSHMATE MASSAS - RESTAURANTE LTDA
332356;21/10/2021;SIM;RUA CAPIM BRANCO, 468, VISTA ALEGRE, Belo Horizonte - MG;JULIO CESAR PEREIRA 99024020620
333257;27/10/2021;NÃO;RUA DAS CAMELIAS, 2, JARDIM GETSEMANI, Belo Horizonte - MG;CLAUDIANA AMANCIO COELHO DOS SANTOS 01377232611
332721;22/10/2021;NÃO;RUA ITAPETINGA, 421, CACHOEIRINHA, Belo Horizonte - MG;RICARDO HONORIO DOS SANTOS 03232837646
333023;26/10/2021;NÃO;RUA PAULA BROCHADO FRANCA, 27, DOM SILVERIO, Belo Horizonte - MG;MARIA CRISTINA DE OLIVEIRA 06957225658
331817;16/10/2021;NÃO;RUA GAZA, 42, COQUEIROS, Belo Horizonte - MG;THAMA DE SOUZA MOURA 04437569610
332358;21/10/2021;SIM;AVENIDA ALTAMIRO AVELINO SOARES, 426, CASTELO, Belo Horizonte - MG;426 BEER LTDA
333287;27/10/2021;NÃO;RUA LUIS, 260, SANTA SOFIA, Belo Horizonte - MG;CARMEN RODRIGUES DE MOURA 03370479605
332728;23/10/2021;NÃO;RUA MARCELINO FERREIRA, 701, SANTA INES, Belo Horizonte - MG;ALINE SIMOES RIBEIRO REIS ARAUJO 07151099606
332735;23/10/2021;NÃO;RUA SANTO AMARO, 46, SAGRADA FAMILIA, Belo Horizonte - MG;EVANIR LOPES DA SILVA 79788653715
333033;26/10/2021;SIM;RUA DOS GOITACAZES, 490, CENTRO, Belo Horizonte - MG;PEDRO HENRIQUE FERREIRA COIMBRA 01658706641
332388;21/10/2021;SIM;RUA EDUARDO CARLOS, 72, ARAGUAIA, Belo Horizonte - MG;ASSADO SIM LTDA
333620;29/10/2021;NÃO;RUA ARARIBA, 225, PEDREIRA PRADO LOPES, Belo Horizonte - MG;AGNALDO MAGALHAES SOUSA 04076366689
333875;02/11/2021;NÃO;RUA SENHORA DO PORTO, 809, PALMEIRAS, Belo Horizonte - MG;TAIRINE CAROLINA MATHEUS ARAUJO 11648659608
333889;02/11/2021;NÃO;RUA CRISPIM JAQUES, 748, VISTA ALEGRE, Belo Horizonte - MG;PAULA DANIELA DAS DORES SANTOS 03941161601
332757;23/10/2021;NÃO;AVENIDA DOM JOAO VI, 1620, PALMEIRAS, Belo Horizonte - MG;MARCILIA PEREIRA CARDOSO 12465572660
332760;23/10/2021;NÃO;RUA GEROSINO PEREIRA DE ALMEIDA, 1569, SALGADO FILHO, Belo Horizonte - MG;SAYMON DOUGLAS GERMANO TEIXEIRA 10712656600
331860;18/10/2021;SIM;RUA FERNANDES TOURINHO, 35, SAVASSI, Belo Horizonte - MG;SALLERO BAR E RESTAURANTE LTDA
332168;19/10/2021;NÃO;RUA SILVA BARBOSA, 220, TIROL, Belo Horizonte - MG;WILSON REZENDE BARBOSA 95585338668
332403;21/10/2021;SIM;RUA DOS TIMBIRAS, 2636, SANTO AGOSTINHO, Belo Horizonte - MG;FRIZZA - PIZZA FRITA NAPOLITANA LTDA
333639;29/10/2021;NÃO;RUA SANTA CRUZ, 133, VENDA NOVA, Belo Horizonte - MG;44.072.468 LAURA MARCELA DIAS SOUSA
333647;29/10/2021;NÃO;RUA BOM DESPACHO, 15, SANTA TEREZA, Belo Horizonte - MG;BAR 4REI SANTA TEREZA LTDA
333897;03/11/2021;SIM;AVENIDA PROFESSOR MARIO WERNECK, 515, ESTORIL, Belo Horizonte - MG;ESPACO RECANTO LTDA
333077;26/10/2021;NÃO;RUA MARIA LUCIA PETIT, 468, RIO BRANCO, Belo Horizonte - MG;ANA MAURA ESPIRITO SANTO COSTA 05412808646
331871;18/10/2021;SIM;RUA BONANCA, 84, BETANIA, Belo Horizonte - MG;ESPETERIA PIRES CAMARGOS LTDA
332417;21/10/2021;NÃO;RUA BRASILIANITA, 84, CANDELARIA, Belo Horizonte - MG;JULIO GONCALVES DA SILVA 09940025645
333343;27/10/2021;NÃO;RUA VISCONDE DE TAUNAY, 156, SAO JOAO BATISTA, Belo Horizonte - MG;SANTA MONICA COMERCIO LTDA
333674;29/10/2021;SIM;AVENIDA CATULO DA PAIXAO CEARENSE, 169, BAIRRO DAS INDUSTRIAS I, Belo Horizonte - MG;POINT DOS AMIGOS BDI BAR E RESTAURANTE LTDA
333919;03/11/2021;SIM;AVENIDA OLEGARIO MACIEL, 742, CENTRO, Belo Horizonte - MG;MARGO DRINKERIA LTDA
332781;24/10/2021;NÃO;RUA JOAQUIM DE PAULA, 906, ALIPIO DE MELO, Belo Horizonte - MG;TEREZINHA APARECIDA GOMES DA SILVA OLIVEIRA 91929555687
332795;25/10/2021;SIM;RUA GENERAL ANDRADE NEVES, 60, BARROCA, Belo Horizonte - MG;BINIS PIZZA LTDA
332439;21/10/2021;SIM;RUA GENEBRA, 982, NOVA SUISSA, Belo Horizonte - MG;43.961.977 JOAO BATISTA DE MENEZES
332440;21/10/2021;SIM;AVENIDA AMAZONAS, 885, CENTRO, Belo Horizonte - MG;J.A BAR E LANCHONETE LTDA
332454;21/10/2021;NÃO;AVENIDA RAUL MOURAO GUIMARAES, 610, PALMEIRAS, Belo Horizonte - MG;SERGIO DE PADUA MALAQUIAS 58874372604
333355;27/10/2021;NÃO;RUA INGLATERRA, 152, JARDIM LEBLON, Belo Horizonte - MG;RENATA CRISTINA DE ALMEIDA 04331883671
333684;29/10/2021;SIM;RUA LORCA, 458, UNIAO, Belo Horizonte - MG;44.076.804 GLEYSON JUNIOR ROCHA BARBOSA
334062;03/11/2021;NÃO;ALA DAS MARGARIDAS, 145, VILA SUMARE, Belo Horizonte - MG;ANTONIO MATILDES DA CONSOLACAO 89120515634
332810;25/10/2021;NÃO;RUA SAO PEDRO DA ALDEIA, 790, PILAR, Belo Horizonte - MG;JOAO ROSA VIEIRA 89749146620
333124;26/10/2021;NÃO;RUA WILSON ABRAO ABDO, 40, CONJUNTO MINASCAIXA, Belo Horizonte - MG;JULIANA OLIVEIRA MENDES CPF 047.944.326-23
333131;26/10/2021;NÃO;AVENIDA PROFESSOR MARIO WERNECK, 2799, BURITIS, Belo Horizonte - MG;VAGNER MONTE MARQUES 04109323614
331912;18/10/2021;NÃO;RUA ARGENTINA, 104, COPACABANA, Belo Horizonte - MG;CRISTIANE PEREIRA DE MELO ANTUNES 09659221622
331923;18/10/2021;SIM;RUA FERNANDES TOURINHO, 97, SAVASSI, Belo Horizonte - MG;POKE E LAMEN RESTAURANTE LTDA
333376;28/10/2021;SIM;ALA DO IPE AMARELO, 1040, SAO LUIZ, Belo Horizonte - MG;BAR CLUBE DO IPE LTDA
332835;25/10/2021;SIM;RUA DOS AIMORES, 67, FUNCIONARIOS, Belo Horizonte - MG;CLEBER RESTAURANTE COMIDA MINEIRA LTDA
332256;20/10/2021;NÃO;AVENIDA VILARINHO, 4991, MANTIQUEIRA, Belo Horizonte - MG;KAREN CRISTINA COSTA DOS SANTOS 34213957802
333722;30/10/2021;NÃO;AVENIDA TERESA CRISTINA, 8116, BAIRRO DAS INDUSTRIAS II, Belo Horizonte - MG;KEVEN AUGUSTO SILVA PENHA 15060633659
333724;30/10/2021;NÃO;RODOVIA CAMILO TEIXEIRA DA COSTA, 40, NOVO AARAO REIS, Belo Horizonte - MG;FABRICIO APARECIDO CARVALHO 10056669623
331959;18/10/2021;NÃO;RUA ARGENTINA, 104, COPACABANA, Belo Horizonte - MG;WILLIAN ANTUNES DE MACEDO 09786482697
332500;21/10/2021;NÃO;RUA CELIO DINIZ, 262, RIO BRANCO, Belo Horizonte - MG;GUSTAVO GONCALVES FERREIRA 14467589660
332508;21/10/2021;SIM;RUA ROSINHA SIGAUD, 775, CAICARA ADELAIDE, Belo Horizonte - MG;REDE ACAI MIX LANCHONETE E SORVETERIA LTDA
333429;28/10/2021;SIM;RUA BELARMINO GIAROLA, 210, CEU AZUL, Belo Horizonte - MG;MANO BURGERS ORIGINALS LTDA
333735;31/10/2021;NÃO;RUA IMPERIAL, 355, SAO SALVADOR, Belo Horizonte - MG;JULIANA SILVA DE ARAUJO 00220865280
333743;31/10/2021;NÃO;RUA JOAIMA, 20, PIRATININGA, Belo Horizonte - MG;44.082.730 MAISA PEREIRA LIMA CAMARA
333861;02/11/2021;NÃO;RUA ANA HILBERT, 60, SANTA HELENA, Belo Horizonte - MG;44.093.247 CESAR EROTIDES SILVA GUGLIELMELLI
332590;22/10/2021;SIM;RUA DOUTOR ALVARO CAMARGOS, 1113, SAO JOAO BATISTA, Belo Horizonte - MG;AVALANCHE ESPETERIA E DISTRIBUIDORA LTDA
331990;18/10/2021;SIM;AVENIDA BERNARDA SILVESTRE, 420, RIO BRANCO, Belo Horizonte - MG;TANIA VIEIRA FONSECA ZOROASTRO 09546954616
332544;21/10/2021;NÃO;RUA LICINIO PORTO, 98, TIROL, Belo Horizonte - MG;MARCOS ALADIM BENEDITO DE MENDONCA 70552285650
333464;28/10/2021;SIM;RUA FELISBURGO, 52, PROVIDENCIA, Belo Horizonte - MG;SAMILA VENANCIO PEDRO 01539133630
333776;01/11/2021;NÃO;AVENIDA SARAMENHA, 662, GUARANI, Belo Horizonte - MG;FLAVIO SOUZA DE JESUS 00507509684
333777;01/11/2021;NÃO;RUA MELISSA, 130, JAQUELINE, Belo Horizonte - MG;RODRIGO PETERSON DE ARAUJO JACINTO 02345805692
332600;22/10/2021;SIM;RUA ANTONIO DE ALBUQUERQUE, 798, SAVASSI, Belo Horizonte - MG;PIZZARIA ALBUQUERQUE LTDA
332909;25/10/2021;SIM;RUA CEARA, 1942, SAVASSI, Belo Horizonte - MG;CROCCOVEG - COZINHA NATURAL LTDA
331693;15/10/2021;NÃO;RUA DOS ALCATRAZES, 55, JARDIM ATLANTICO, Belo Horizonte - MG;NAYARA DE SOUZA SANTARELLI 09639011681
332017;18/10/2021;NÃO;RUA CORONEL ANTONIO SIA, 179, CALIFORNIA, Belo Horizonte - MG;VITORIA DE SOUZA DA SILVA 12533855642
338523;09/12/2021;SIM;AVENIDA FLEMING, 227, OURO PRETO, Belo Horizonte - MG;ANOZ GASTROBAR LTDA
334118;04/11/2021;SIM;AVENIDA GUARAPARI, 464, SANTA AMELIA, Belo Horizonte - MG;FRANGOS NHA CHICA PAMPULHA LTDA
334749;09/11/2021;NÃO;RUA DAS CHACARAS, 336, MANTIQUEIRA, Belo Horizonte - MG;ILZA EUGENIA TAVARES 05809730698
335075;11/11/2021;NÃO;RUA GENTIOS, 1211, CONJUNTO SANTA MARIA, Belo Horizonte - MG;DAGNELLO HENRIQUE BARBOSA DE JESUS 08684029666
336342;02/01/2024;NÃO;RUA CORONEL ANTONIO PEREIRA DE MATOS, 451, LINDEIA, Belo Horizonte - MG;SUSHI BURGUER COMERCIO DE ALIMENTOS LTDA
336351;22/11/2021;NÃO;RUA MILTON DIAS, 243, JARDIM VITORIA, Belo Horizonte - MG;ADALBERTO NUNES MARQUES 08389815699
338228;07/12/2021;NÃO;RUA JOSE CLEMENTE, 581, FLORAMAR, Belo Horizonte - MG;CLAUDIA INES DOS SANTOS 04955131646
338545;09/12/2021;NÃO;RUA COLETORA, 1042, VILA PINHO, Belo Horizonte - MG;FERNANDA FIGUEIREDO PATROCINIO 04937391658
338550;09/12/2021;NÃO;RUA TRES PONTAS, 722, CARLOS PRATES, Belo Horizonte - MG;44.543.594 EDSON ALVES DO NASCIMENTO
334767;13/10/2022;SIM;AVENIDA PRESIDENTE ANTONIO CARLOS, 6900, LIBERDADE, Belo Horizonte - MG;GAMA REI DO CHOPP LTDA
335091;11/11/2021;SIM;AVENIDA GENERAL OLIMPIO MOURAO FILHO, 434, ITAPOA, Belo Horizonte - MG;ARIFA'S BAR E RESTAURANTE LTDA
335402;13/11/2021;NÃO;RUA JOAO BATISTA BELFI, 400, BRASIL INDUSTRIAL, Belo Horizonte - MG;THAIS GONCALVES MORAIS AMORIM 11162861657
336041;18/11/2021;NÃO;RUA PONTA GROSSA, 781, MILIONARIOS, Belo Horizonte - MG;HUDSON CLEMENTE DA SILVA 60786132604
336366;22/11/2021;NÃO;AVENIDA DOUTOR CRISTIANO GUIMARAES, 369, VILA CLORIS, Belo Horizonte - MG;DOIS A DOIS CLUB BAR LTDA
336662;24/11/2021;NÃO;AVENIDA AMAZONAS, 8381, JARDINOPOLIS, Belo Horizonte - MG;ALEXANDRE SANTOS RODRIGUES 11677966670
337621;01/12/2021;NÃO;RUA TOME DE SOUZA, 830, SAVASSI, Belo Horizonte - MG;44.444.801 DEBORA KELLEN DE OLIVEIRA
337623;01/12/2021;SIM;AVENIDA OLEGARIO MACIEL, 742, CENTRO, Belo Horizonte - MG;RESTAURANTE FOGAO VERMELHO LTDA
338561;09/12/2021;NÃO;RUA Y, 132, VILA PINHO, Belo Horizonte - MG;CHARLES JUNIO ALVES DE OLIVEIRA 07115404623
334467;08/11/2021;NÃO;RUA DOS URUTAUS, 120, VILA CLORIS, Belo Horizonte - MG;TAIS COUTO COSTA 12134346612
336061;19/11/2021;NÃO;RUA HELIOTROPIO, 37, SANTO ANDRE, Belo Horizonte - MG;MARIA DA LUZ PEREIRA GONCALVES 70656410663
336377;22/11/2021;NÃO;RUA TIZIU, 626, SAO BENEDITO, Belo Horizonte - MG;ELIZABETH MARIA FERNANDES DE OLIVEIRA 05553406609
336388;22/11/2021;NÃO;RUA SAO JOAQUIM, 698, SAGRADA FAMILIA, Belo Horizonte - MG;KLEBER JOSE DOS SANTOS SILVA 07791493608
336696;24/11/2021;NÃO;RUA PROFESSOR JOSIAS FARIA, 76, MARIA HELENA, Belo Horizonte - MG;ALEXANDER CARREIRO FAGUNDES SILVA 03568160609
337319;29/11/2021;NÃO;AVENIDA OCEANO ATLANTICO, 360, JARDIM DOS COMERCIARIOS, Belo Horizonte - MG;MARILENE FELIX DE SOUZA 94123225691
338261;07/12/2021;NÃO;RUA MARIA GERTRUDES SANTOS, 980, CEU AZUL, Belo Horizonte - MG;ABRAAO DOS SANTOS SOUZA 65481976153
338267;07/12/2021;NÃO;RUA JOAO FERREIRA DA SILVA, 1777, MARIA HELENA, Belo Horizonte - MG;ANNA CLARA TIGRE 14521430643
336076;19/11/2021;NÃO;AVENIDA CLARA NUNES, 650, RENASCENCA, Belo Horizonte - MG;JOSE FERNANDO VASCONCELOS SANTOS 07162376606
336708;24/11/2021;NÃO;RUA CAPITAO FARIA, 154, BETANIA, Belo Horizonte - MG;ADRIANO MARTINS DA COSTA MENDONCA 69664269620
336721;24/11/2021;SIM;RUA CONTAGEM, 717, SANTA INES, Belo Horizonte - MG;44.040.462 RONNIE WELLINGTON MEDEIROS
337336;29/11/2021;NÃO;AVENIDA BRIGADEIRO EDUARDO GOMES, 780, GLORIA, Belo Horizonte - MG;NISIO BERNARDES FERREIRA 02812871636
337342;29/11/2021;NÃO;RUA SAO TOMAS, 87, NOSSA SENHORA DE FATIMA, Belo Horizonte - MG;MARIA MERCES DE AMORIM OLIVEIRA 88312798668
337963;03/12/2021;NÃO;RUA PADRE ARGEMIRO MOREIRA, 5200, BEIRA LINHA, Belo Horizonte - MG;ADRIANA DA CONCEICAO SANTOS DA SILVA 04427656650
338288;07/12/2021;NÃO;RUA ALEM PARAIBA, 1027, BONFIM, Belo Horizonte - MG;ERLANIA SILVA 06298847650
334515;08/11/2021;NÃO;RUA RIO GRANDE DO SUL, 102, CENTRO, Belo Horizonte - MG;ROBERTO MARCUS DE OLIVEIRA SOUZA 36037800600
334832;09/11/2021;NÃO;RUA CERQUEIRA LEITE, 87, UNIVERSITARIO, Belo Horizonte - MG;44.183.087 MARCOS FELIPE DUARTE SANTOS
336736;24/11/2021;NÃO;RUA DA BAHIA, 1148, CENTRO, Belo Horizonte - MG;HEB EMPREENDIMENTOS LTDA
337368;30/11/2021;NÃO;RUA MARIA DE OLIVEIRA DE SOUZA, 10, JARDIM GUANABARA, Belo Horizonte - MG;LARISSA AMELIA DA SILVA 13912110654
338303;07/12/2021;NÃO;RUA DOUTOR PEDRO RUELA, 276, LETICIA, Belo Horizonte - MG;KELLY JANAINA DOS SANTOS GERSON 08038802608
338882;13/12/2021;NÃO;RUA JOVINO RODRIGUES PEGO, 155, MANTIQUEIRA, Belo Horizonte - MG;DIANA GOMES COSTA 00290546648
334221;04/11/2021;NÃO;RUA MARIANO DE ABREU, 681, ESPLANADA, Belo Horizonte - MG;THIAGO DIAS MACHADO 02487561688
335481;16/11/2021;SIM;AVENIDA BRASIL, 41, SANTA EFIGENIA, Belo Horizonte - MG;BAR 41 LTDA
337059;26/11/2021;SIM;AVENIDA DO CONTORNO, 7315, SANTO ANTONIO, Belo Horizonte - MG;NAOMI ORGANIZACAO DE COMERCIO DE ALIMENTOS LTDA
337381;30/11/2021;SIM;RUA ALAGOAS, 1314, SAVASSI, Belo Horizonte - MG;SCA RESTAURANTE LTDA
338019;05/12/2021;NÃO;RUA SAO BENEDITO, 110, SAO MARCOS, Belo Horizonte - MG;JOSE ANTONIO BARBOSA 73700983620
334237;04/11/2021;NÃO;RUA SERRA DA BOA ESPERANCA, 62, RIBEIRO DE ABREU, Belo Horizonte - MG;MICHELLE DE ANDRADE HOTT 01338449605
334243;04/11/2021;NÃO;RUA CAETANO PIRRI, 274, MILIONARIOS, Belo Horizonte - MG;GLECIENE DE ASSIS 06021480651
335186;11/11/2021;NÃO;RUA TENENTE DIONISIO MARQUES, 65, CONJUNTO BONSUCESSO, Belo Horizonte - MG;NATAN BRYAN BATISTA SILVA 13236557605
335501;16/11/2021;SIM;AVENIDA FRANCISCO SA, 658, PRADO, Belo Horizonte - MG;JANUARIO COMERCIO DE ALIMENTOS LTDA
335503;16/11/2021;NÃO;AVENIDA DETETIVE EDUARDO FERNANDES, 331, NOVO AARAO REIS, Belo Horizonte - MG;JESIKA ESTER TORRES NOLASCO 01849192669
337098;26/11/2021;NÃO;RODOVIA CAMILO TEIXEIRA DA COSTA, 196, NOVO AARAO REIS, Belo Horizonte - MG;KAROLINE LORRAYNE DOS SANTOS ALVES 15052092695
337401;30/11/2021;NÃO;RUA ANAPURUS, 323, SAO GABRIEL, Belo Horizonte - MG;ALTERNATIVA BAR E RESTAURANTE LTDA
337711;02/12/2021;NÃO;RUA RADIALISTA JOSE FARRAPO, 156, VILA DOS ANJOS, Belo Horizonte - MG;LUANA FRANCA BARBOSA 70102283613
338031;05/12/2021;NÃO;AVENIDA PANDIA CALOGERAS, 255, JARDIM MONTANHES, Belo Horizonte - MG;JOSE FRANCISCO VIEIRA ROSA 72708441604
338346;07/12/2021;NÃO;RUA DOS AERONAUTAS, 433, LIBERDADE, Belo Horizonte - MG;MARCELO RIBEIRO OLIVEIRA 06131642613
338664;10/12/2021;SIM;RUA JULIO CEZAR, 118, NAZARE, Belo Horizonte - MG;44.552.676 ARNALDO FERREIRA DE OLIVEIRA
335213;11/11/2021;NÃO;RUA PASTOR BELMIRO AMORIM, 240, VILA VISTA ALEGRE, Belo Horizonte - MG;MARCOS DANIEL MEIRELES DA SILVA 12347953613
335841;17/11/2021;NÃO;RUA DOMINGOS FERNANDES, 99, UNIAO, Belo Horizonte - MG;FERNANDA CRISTINA DE SOUZA 06087615679
336153;19/11/2021;NÃO;RUA DOS TIMBIRAS, 3500, BARRO PRETO, Belo Horizonte - MG;ALBERTO ANTONIO DE PAULA MOREIRA 39267059653
336479;23/11/2021;NÃO;RUA MARGARIDA ASSIS FONSECA, 10, CALIFORNIA, Belo Horizonte - MG;JAIMERSON PENIDO FARIA 81365705668
337115;26/11/2021;SIM;RUA AQUIDABAN, 659, PADRE EUSTAQUIO, Belo Horizonte - MG;ORGANIZACAO CALDEIRA LTDA
337412;30/11/2021;SIM;RUA AGASSIZ, 35, COLEGIO BATISTA, Belo Horizonte - MG;ROZENBAUER LUIZ JACOME DE MEDEIROS 91011850630
337738;02/12/2021;SIM;RUA RIO GRANDE DO SUL, 175, CENTRO, Belo Horizonte - MG;KELLY'S PUB RESTAURANTE LTDA
338683;10/12/2021;NÃO;RUA CIRILO GASPAR DE ARAUJO, 280, APARECIDA SETIMA SECAO, Belo Horizonte - MG;THAIS ANDREZA SILVA SOARES 13355425664
338688;10/12/2021;NÃO;VIA GERALDO DIAS, 630, SERRA DO CURRAL, Belo Horizonte - MG;KEITHIANE SABRINA DOS SANTOS 07892532676
334595;08/11/2021;NÃO;RUA ITAIPU, 811, ALTO VERA CRUZ, Belo Horizonte - MG;MAURILIO ANDRADES FERREIRA 09444334643
334912;10/11/2021;SIM;AVENIDA OLINTO MEIRELES, 1420, SANTA HELENA, Belo Horizonte - MG;BH JAPA S LTDA
335225;12/11/2021;SIM;RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK, 1000, PINDORAMA, Belo Horizonte - MG;ICON GASTRONOMIA LTDA
335535;16/11/2021;NÃO;RUA DOUTOR PEDRO RUELA, 929, LETICIA, Belo Horizonte - MG;44.250.194 BARBARA PRISCILA DINIZ EVANGELISTA
335862;18/11/2021;NÃO;RUA ARIOLINO ARISTIDES DOS SANTOS, 167, CONJUNTO MINASCAIXA, Belo Horizonte - MG;BRENO REIS DE SOUZA 12833926669
336180;19/11/2021;NÃO;AVENIDA SOLFERINA RICCI PACE, 384, VILA BATIK, Belo Horizonte - MG;ROSA DE SOUZA 04342115670
336491;23/11/2021;SIM;RUA GRAO MOGOL, 99, CARMO, Belo Horizonte - MG;LZH COMERCIO DE ALIMENTOS LTDA
337130;26/11/2021;NÃO;RUA FURQUIM WERNECK, 675, TUPI A, Belo Horizonte - MG;DANIEL AUGUSTO DE DEUS MOURA 12625862670
337750;02/12/2021;NÃO;AVENIDA RAJA GABAGLIA, 1046, GUTIERREZ, Belo Horizonte - MG;WALTER DA SILVA 65755529604
338077;06/12/2021;SIM;RUA PAULO AFONSO, 555, SANTO ANTONIO, Belo Horizonte - MG;CSV RESTAURANTE E BUFFET LTDA
338378;08/12/2021;NÃO;RUA ALGAS, 216, BOA VISTA, Belo Horizonte - MG;MARILENE DA SILVA OLIVEIRA 87456419604
